"","X.1","X","Special","Organization.Name","Majors","CompSci","AllMajors","Math.1","Degrees.Sought","Position.Types","US.Work.Authorization.Required.","Seeking_Major","value"
"329",156,156,NA,"Salesforce","Stats, Math, CS",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Math","Math"
"330",157,157,NA,"Sandia National Laboratories","Stats, Physics, Math, EnviroSci, CS, Chem, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Math","Math"
"331",158,158,NA,"SAS Institute","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Math","Math"
"332",162,162,NA,"Southwestern Energy","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"Intern","Yes","Math","Math"
"333",164,164,"Technology Start Up Village","SpiceWorks","CS, Math",TRUE,FALSE,TRUE,"BA","Intern","Yes","Math","Math"
"334",167,167,NA,"State Farm Insurance Companies","CS, Math, Stats",TRUE,FALSE,TRUE,"BA, MS","FT, Intern","Yes","Math","Math"
"335",170,170,NA,"SunGard Financial Systems","Math, CS",TRUE,FALSE,TRUE,"BS","FT","No","Math","Math"
"336",171,171,NA,"Tableau Software","Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","No","Math","Math"
"337",173,173,NA,"Techemet Metal Trading","CS, Math",TRUE,FALSE,TRUE,"BA, MS","FT","No","Math"," Math"
"338",174,174,NA,"Telogis","Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","No","Math","Math"
"339",181,181,NA,"The Dow Chemical Company","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Math","Math"
"340",182,182,NA,"Thomson Reuters","Math, Stats, CS, Physics",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Math","Math"
"341",184,184,NA,"TIBCO Software Inc.","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Math","Math"
"342",185,185,NA,"Tinker Air Force Base Civilian Employment","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Math","Math"
"343",186,186,"Actuarial Section","Towers Watson","Stats, Public Health, Math",FALSE,FALSE,TRUE,"BS, MS","FT, Intern","No","Math","Math"
"344",188,188,NA,"Turnitin","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Math","Math"
"345",192,192,NA,"Under Armour","Textiles and Apparel, Physics, Math, CS",TRUE,FALSE,TRUE,"BS","Intern","No","Math","Math"
"346",193,193,NA,"Union Pacific Railroad","Stats, Math, CS",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Math","Math"
"347",195,195,NA,"US Army Aviation and Missile Research, Development, and Engineering Center","Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Math","Math"
"348",198,198,"Actuarial Section","USAA","Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","Yes","Math","Math"
"349",199,199,NA,"uShip","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"Intern","No","Math","Math"
"350",203,203,NA,"Verizon","Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","No","Math","Math"
"351",204,204,NA,"Visa","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Math","Math"
"352",205,205,NA,"VML","CS, Physics, Math, Stats, TXA",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Math","Math"
"353",207,207,NA,"Volusion","Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","No","Math","Math"
"354",208,208,NA,"Websense","Bio, CS, Math, Physics, Stats Elements ofComp Cert.",TRUE,FALSE,TRUE,"BA, Cert, MS","FT, Intern","Yes","Math","Math"
"355",210,210,NA,"WhatsApp","Physics, Math, CS",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Math","Math"
"356",211,211,NA,"Workday","Stats, Math, CS",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Math","Math"
"357",16,16,NA,"Applied Research Laboratories (ARL)","CS, Math, Physics",TRUE,FALSE,TRUE,"BA, MS, Ph.D.","FT, Intern","Yes","Physics","Physics"
"358",18,18,NA,"AT&T","Stats, Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","Yes","Physics","Physics"
"359",19,19,NA,"athenahealth, Inc.","Physics, Math, CS",TRUE,FALSE,TRUE,"BS, Cert, MS, Ph.D.","FT, Intern","Yes","Physics","Physics"
"360",24,24,NA,"Bloomberg","Math, Physics, CS",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Physics","Physics"
"361",30,30,NA,"Buoy, Inc.","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Physics","Physics"
"362",33,33,NA,"Capital One","Public Health, Physics, Math, EnviroSci, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Physics","Physics"
"363",34,34,NA,"CAPSHER","CS, Math, Physics",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"364",35,35,NA,"CGG","Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT","No","Physics","Physics"
"365",40,40,NA,"Citi","Stats, Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","Yes","Physics","Physics"
"366",44,44,NA,"Clover Network","CS, Physics, Math, Stats, TXA",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"367",46,46,NA,"Cox Automotive","Physics, Math, CS",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Physics","Physics"
"368",51,51,NA,"Customer Marketing Group","Stats, Physics, Math",FALSE,FALSE,TRUE,"BS, MS, Ph.D.","Intern","No","Physics","Physics"
"369",61,61,NA,"Elbit Systems of America","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"370",63,63,NA,"Enthought","Stats, Physics, Bio, Math, CS, Chem, Astronomy",TRUE,FALSE,TRUE,"MS, Ph.D.","FT, Intern","Yes","Physics","Physics"
"371",65,65,NA,"Epic","Math, Stats, Physics, CS, Chem, Bio, BioChem",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Physics","Physics"
"372",70,70,NA,"Facebook","Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","No","Physics","Physics"
"373",75,75,NA,"Fluke Networks","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"374",79,79,NA,"General Electric","CS, Math, Physics",TRUE,FALSE,TRUE,NA,"FT","Yes","Physics","Physics"
"375",85,85,"Technology Start Up Village","Graphiq","Astronomy, Bio, Biochem, Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Physics","Physics"
"376",100,100,NA,"Intel Corporation","Stats, Physics, Math, CS, Chem",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Physics","Physics"
"377",101,101,NA,"Jet Propulsion Laboratory","CS, EnviroSci, HDFS, Math Physics, Stats",TRUE,FALSE,TRUE,"BA, MS, Ph.D.","FT, Intern","Yes","Physics","Physics"
"378",103,103,NA,"KPMG LLP","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT","No","Physics","Physics"
"379",105,105,NA,"L'Oreal","Chem, Physics, Math",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"380",112,112,NA,"Main Street Hub","Physics, Math, CS",TRUE,FALSE,TRUE,"BS","FT","Yes","Physics","Physics"
"381",113,113,NA,"Mellanox Technologies","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Physics","Physics"
"382",119,119,NA,"MIT Lincoln Laboratory","Physics, Math, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Physics","Physics"
"383",126,126,NA,"Oracle","Stats, Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Physics","Physics"
"384",130,130,NA,"Pariveda Solutions","Physics, Math, CS",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Physics","Physics"
"385",134,134,NA,"PepsiCo","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"386",147,147,NA,"Quorum Business Solutions","Stats, Physics, Math, CS, Chem",TRUE,FALSE,TRUE,"BS, MS","FT","Yes","Physics","Physics"
"387",149,149,NA,"Raytheon Company","Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","Yes","Physics","Physics"
"388",157,157,NA,"Sandia National Laboratories","Stats, Physics, Math, EnviroSci, CS, Chem, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Physics","Physics"
"389",158,158,NA,"SAS Institute","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"390",162,162,NA,"Southwestern Energy","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"Intern","Yes","Physics","Physics"
"391",181,181,NA,"The Dow Chemical Company","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Physics","Physics"
"392",182,182,NA,"Thomson Reuters","Math, Stats, CS, Physics",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Physics","Physics"
"393",184,184,NA,"TIBCO Software Inc.","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Physics","Physics"
"394",185,185,NA,"Tinker Air Force Base Civilian Employment","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Physics","Physics"
"395",188,188,NA,"Turnitin","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Physics","Physics"
"396",192,192,NA,"Under Armour","Textiles and Apparel, Physics, Math, CS",TRUE,FALSE,TRUE,"BS","Intern","No","Physics","Physics"
"397",195,195,NA,"US Army Aviation and Missile Research, Development, and Engineering Center","Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Physics","Physics"
"398",199,199,NA,"uShip","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,NA,"Intern","No","Physics","Physics"
"399",201,201,NA,"UT Health Science Center at Tyler","Biochem, Bio, Chem, MedLabSci, Physics, HP",FALSE,FALSE,FALSE,"BA","FT","Yes","Physics","Physics"
"400",204,204,NA,"Visa","CS, Physics, Math, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Physics","Physics"
"401",205,205,NA,"VML","CS, Physics, Math, Stats, TXA",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Physics","Physics"
"402",207,207,NA,"Volusion","Physics, Math, CS",TRUE,FALSE,TRUE,"BS, MS","FT, Intern","No","Physics","Physics"
"403",208,208,NA,"Websense","Bio, CS, Math, Physics, Stats Elements ofComp Cert.",TRUE,FALSE,TRUE,"BA, Cert, MS","FT, Intern","Yes","Physics","Physics"
"404",210,210,NA,"WhatsApp","Physics, Math, CS",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Physics","Physics"
"405",33,33,NA,"Capital One","Public Health, Physics, Math, EnviroSci, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Chem","Chem"
"406",63,63,NA,"Enthought","Stats, Physics, Bio, Math, CS, Chem, Astronomy",TRUE,FALSE,TRUE,"MS, Ph.D.","FT, Intern","Yes","Chem","Chem"
"407",65,65,NA,"Epic","Math, Stats, Physics, CS, Chem, Bio, BioChem",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Chem","Chem"
"408",67,67,NA,"Evonik Corporation","EnviroSci, Chem, Bio, BioChem",FALSE,FALSE,FALSE,"BS, MS","FT, Intern","Yes","Chem","Chem"
"409",69,69,NA,"ExxonMobil Corporation","Chem (Ph.D.), CS",TRUE,FALSE,FALSE,"BS, MS","FT, Intern","Yes","Chem","Chem"
"410",85,85,"Technology Start Up Village","Graphiq","Astronomy, Bio, Biochem, Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Chem","Chem"
"411",86,86,NA,"Halliburton","Math, CS, Chem, BioChem",TRUE,FALSE,TRUE,"MS, Ph.D.","FT, Intern","Yes","Chem","Chem"
"412",100,100,NA,"Intel Corporation","Stats, Physics, Math, CS, Chem",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Chem","Chem"
"413",105,105,NA,"L'Oreal","Chem, Physics, Math",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","Chem","Chem"
"414",119,119,NA,"MIT Lincoln Laboratory","Physics, Math, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Chem","Chem"
"415",140,140,NA,"Procter & Gamble","Chem, Bio, BioChem",FALSE,FALSE,FALSE,"BS, MS, Ph.D.","FT, Intern","Yes","Chem","Chem"
"416",147,147,NA,"Quorum Business Solutions","Stats, Physics, Math, CS, Chem",TRUE,FALSE,TRUE,"BS, MS","FT","Yes","Chem","Chem"
"417",157,157,NA,"Sandia National Laboratories","Stats, Physics, Math, EnviroSci, CS, Chem, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Chem","Chem"
"418",180,180,NA,"The Blood & Tissue Center of Central Texas","Bio, Biochem, Chem, Stats, NeuroSci, HDFS, Public Health",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","Chem","Chem"
"419",195,195,NA,"US Army Aviation and Missile Research, Development, and Engineering Center","Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,NA,"FT","Yes","Chem","Chem"
"420",201,201,NA,"UT Health Science Center at Tyler","Biochem, Bio, Chem, MedLabSci, Physics, HP",FALSE,FALSE,FALSE,"BA","FT","Yes","Chem","Chem"
"421",33,33,NA,"Capital One","Public Health, Physics, Math, EnviroSci, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Bio","Bio"
"422",63,63,NA,"Enthought","Stats, Physics, Bio, Math, CS, Chem, Astronomy",TRUE,FALSE,TRUE,"MS, Ph.D.","FT, Intern","Yes","Bio","Bio"
"423",65,65,NA,"Epic","Math, Stats, Physics, CS, Chem, Bio, BioChem",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Bio","Bio"
"424",67,67,NA,"Evonik Corporation","EnviroSci, Chem, Bio, BioChem",FALSE,FALSE,FALSE,"BS, MS","FT, Intern","Yes","Bio","Bio"
"425",85,85,"Technology Start Up Village","Graphiq","Astronomy, Bio, Biochem, Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Bio","Bio"
"426",119,119,NA,"MIT Lincoln Laboratory","Physics, Math, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Bio","Bio"
"427",140,140,NA,"Procter & Gamble","Chem, Bio, BioChem",FALSE,FALSE,FALSE,"BS, MS, Ph.D.","FT, Intern","Yes","Bio","Bio"
"428",180,180,NA,"The Blood & Tissue Center of Central Texas","Bio, Biochem, Chem, Stats, NeuroSci, HDFS, Public Health",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","Bio","Bio"
"429",201,201,NA,"UT Health Science Center at Tyler","Biochem, Bio, Chem, MedLabSci, Physics, HP",FALSE,FALSE,FALSE,"BA","FT","Yes","Bio","Bio"
"430",208,208,NA,"Websense","Bio, CS, Math, Physics, Stats Elements ofComp Cert.",TRUE,FALSE,TRUE,"BA, Cert, MS","FT, Intern","Yes","Bio","Bio"
"431",33,33,NA,"Capital One","Public Health, Physics, Math, EnviroSci, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Biochem","Biochem"
"432",65,65,NA,"Epic","Math, Stats, Physics, CS, Chem, Bio, BioChem",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Biochem","Biochem"
"433",67,67,NA,"Evonik Corporation","EnviroSci, Chem, Bio, BioChem",FALSE,FALSE,FALSE,"BS, MS","FT, Intern","Yes","Biochem","Biochem"
"434",85,85,"Technology Start Up Village","Graphiq","Astronomy, Bio, Biochem, Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Biochem","Biochem"
"435",86,86,NA,"Halliburton","Math, CS, Chem, BioChem",TRUE,FALSE,TRUE,"MS, Ph.D.","FT, Intern","Yes","Biochem","Biochem"
"436",119,119,NA,"MIT Lincoln Laboratory","Physics, Math, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Biochem","Biochem"
"437",140,140,NA,"Procter & Gamble","Chem, Bio, BioChem",FALSE,FALSE,FALSE,"BS, MS, Ph.D.","FT, Intern","Yes","Biochem","Biochem"
"438",157,157,NA,"Sandia National Laboratories","Stats, Physics, Math, EnviroSci, CS, Chem, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Biochem","Biochem"
"439",180,180,NA,"The Blood & Tissue Center of Central Texas","Bio, Biochem, Chem, Stats, NeuroSci, HDFS, Public Health",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","Biochem","Biochem"
"440",201,201,NA,"UT Health Science Center at Tyler","Biochem, Bio, Chem, MedLabSci, Physics, HP",FALSE,FALSE,FALSE,"BA","FT","Yes","Biochem","Biochem"
"441",33,33,NA,"Capital One","Public Health, Physics, Math, EnviroSci, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","EnviroSci","EnviroSci"
"442",67,67,NA,"Evonik Corporation","EnviroSci, Chem, Bio, BioChem",FALSE,FALSE,FALSE,"BS, MS","FT, Intern","Yes","EnviroSci","EnviroSci"
"443",101,101,NA,"Jet Propulsion Laboratory","CS, EnviroSci, HDFS, Math Physics, Stats",TRUE,FALSE,TRUE,"BA, MS, Ph.D.","FT, Intern","Yes","EnviroSci","EnviroSci"
"444",157,157,NA,"Sandia National Laboratories","Stats, Physics, Math, EnviroSci, CS, Chem, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","EnviroSci","EnviroSci"
"445",163,163,NA,"Spectra Energy","EnviroSci",FALSE,FALSE,FALSE,"BS","FT, Intern","Yes","EnviroSci","EnviroSci"
"446",33,33,NA,"Capital One","Public Health, Physics, Math, EnviroSci, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Astronomy","Astronomy"
"447",63,63,NA,"Enthought","Stats, Physics, Bio, Math, CS, Chem, Astronomy",TRUE,FALSE,TRUE,"MS, Ph.D.","FT, Intern","Yes","Astronomy","Astronomy"
"448",85,85,"Technology Start Up Village","Graphiq","Astronomy, Bio, Biochem, Chem, CS, Math, Physics, Stats",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","No","Astronomy","Astronomy"
"449",119,119,NA,"MIT Lincoln Laboratory","Physics, Math, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Astronomy","Astronomy"
"450",157,157,NA,"Sandia National Laboratories","Stats, Physics, Math, EnviroSci, CS, Chem, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS, MS, Ph.D.","FT, Intern","Yes","Astronomy","Astronomy"
"451",33,33,NA,"Capital One","Public Health, Physics, Math, EnviroSci, CS, Chem, Bio, BioChem, Astronomy",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Public.Health","Public Health"
"452",116,116,"Actuarial Section","Mercer","Stats, Public Health, Math, CS",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Public.Health","Public Health"
"453",180,180,NA,"The Blood & Tissue Center of Central Texas","Bio, Biochem, Chem, Stats, NeuroSci, HDFS, Public Health",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","Public.Health","Public Health"
"454",186,186,"Actuarial Section","Towers Watson","Stats, Public Health, Math",FALSE,FALSE,TRUE,"BS, MS","FT, Intern","No","Public.Health","Public Health"
"455",101,101,NA,"Jet Propulsion Laboratory","CS, EnviroSci, HDFS, Math Physics, Stats",TRUE,FALSE,TRUE,"BA, MS, Ph.D.","FT, Intern","Yes","HDFS","HDFS"
"456",180,180,NA,"The Blood & Tissue Center of Central Texas","Bio, Biochem, Chem, Stats, NeuroSci, HDFS, Public Health",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","HDFS","HDFS"
"457",44,44,NA,"Clover Network","CS, Physics, Math, Stats, TXA",TRUE,FALSE,TRUE,NA,"FT, Intern","Yes","Other","TXA"
"458",111,111,NA,"Macy's, Inc.","Textiles and Apparel, Stats, Math, CS",TRUE,FALSE,TRUE,"BS","FT, Intern","Yes","Other","Textiles and Apparel"
"459",180,180,NA,"The Blood & Tissue Center of Central Texas","Bio, Biochem, Chem, Stats, NeuroSci, HDFS, Public Health",FALSE,FALSE,TRUE,NA,"FT, Intern","Yes","Other","NeuroSci"
"460",192,192,NA,"Under Armour","Textiles and Apparel, Physics, Math, CS",TRUE,FALSE,TRUE,"BS","Intern","No","Other","Textiles and Apparel"
"461",201,201,NA,"UT Health Science Center at Tyler","Biochem, Bio, Chem, MedLabSci, Physics, HP",FALSE,FALSE,FALSE,"BA","FT","Yes","Other","MedLabSci"
"462",205,205,NA,"VML","CS, Physics, Math, Stats, TXA",TRUE,FALSE,TRUE,NA,"FT, Intern","No","Other","TXA"
